mart,cube,field_type,check,dataset_name,dim,attr_hier,lvl_memb,all_memb,param_name
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Question Sort ID,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Section Name,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Section Sort ID,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Form Name,NA,NA
VPD,VPD,dim_prop,default,UDF Long,PHS - UDF - All,UDF All Key,Form Template Version,NA,NA
VPD,VPD,filter_d,none,UDF Long,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,UDF Long,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,UDF Long,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,UDF Long,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,UDF Long,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,UDF Long,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,UDF Long,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,UDF Long,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Immunizations,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Immunizations,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Immunizations,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Immunizations,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Immunization Id,Immunization Id,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Administered Date,Administered Date,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Administered Date Estimated Flag,Administered Date Estimated Flag,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Age at Time of Dose,Age Year,Age Year,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Age at Time of Dose,Age Month,Age Month,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Age at Time of Dose,Age Day,Age Day,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Agent,Agent,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Antigen,Antigen,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Antigen Status,Antigen Status,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Agent Dose Number,Agent Dose Number,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Dose Status,Dose Status,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Historical Flag,Historical Flag,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Immunization Reason,Immunization Reason,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Override Flag,Override Flag,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Agent Revised Dose Number,Agent Revised Dose Number,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Agent Dose Number Derived,Agent Dose Number Derived,NA,NA
VPD,VPD,rows,default,Immunizations,PHS - Imms - Investigation,Revised Dose Reason,Revised Dose Reason,NA,NA
VPD,VPD,rows,ipd,Immunizations,PHS - Imms - Investigation,Trade Name,Trade Name,NA,NA
VPD,VPD,filter_d,none,Immunizations,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Immunizations,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Immunizations,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Immunizations,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Immunizations,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Immunizations,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Immunizations,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Immunizations,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,Special Considerations,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,Special Considerations,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,Special Considerations,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,Special Considerations,Case - Disease,Case Disease,Case Disease,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Antigen,Antigen,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Created Date,Created Date,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Special Consideration Type,Special Consideration Type,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Special Consideration Reason,Special Consideration Reason,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Special Consideration Reason Comment,Special Consideration Reason Comment,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Effective From Date,Effective From Date,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Effective To Date,Effective To Date,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Source Evidence,Source Evidence,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Disease Date,Disease Date,NA,NA
VPD,VPD,rows,default,Special Considerations,PHS - Imms - Special Consideration,Accurate Disease Date Indicator,Accurate Disease Date Indicator,NA,NA
VPD,VPD,filter_d,none,Special Considerations,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,Special Considerations,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,Special Considerations,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,Special Considerations,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,Special Considerations,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,Special Considerations,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,Special Considerations,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,Special Considerations,Patient - Match Level,Match Level Description,Match Level Description,3,NA
VPD,VPD,columns,default,LIS Tests,Measures,Case Count,NA,NA,NA
VPD,VPD,rows,default,LIS Tests,Case - IDs,Case ID,Case ID,NA,NA
VPD,VPD,rows,default,LIS Tests,Case - IDs,Container ID,Container ID,NA,NA
VPD,VPD,rows,default,LIS Tests,Case - IDs,Investigation ID,Investigation ID,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - IDs,Episode ID,Episode ID,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - IDs,Accession Number,Accession Number,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Date - Collection,Date,Date,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Date - Result,Date,Date,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Rule Engine - Episode Status,Episode Status,Episode Status,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Infection Group,Infection Group,Infection Group,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Specimen,Specimen Description,Specimen Description,NA,NA
VPD,VPD,rows,group_b_strep,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,ipd,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,bordetella,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Specimen,Sterile Status,Sterile Status,NA,NA
VPD,VPD,rows,group_b_strep,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,ipd,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,measles,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,mumps,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,bordetella,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Result - Organism,Organisms,Level 3,ALLMEMBERS,NA
VPD,VPD,rows,group_b_strep,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,ipd,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,measles,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,mumps,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,bordetella,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
VPD,VPD,rows,group_b_strep,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,ipd,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,measles,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,mumps,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,bordetella,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
VPD,VPD,rows,group_b_strep,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,ipd,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,measles,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,mumps,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,bordetella,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Special Request,SREQ Description,SREQ Description,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Bacterial Typing,AOF,AOF,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Bacterial Typing,SOF,SOF,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Bacterial Typing,T Type,T Type,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Bacterial Typing,Biotype,Biotype,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Bacterial Typing,Biotype,Biotype,NA,NA
VPD,VPD,rows,igas,LIS Tests,LIS - Bacterial Typing,ET Type,ET Type,NA,NA
VPD,VPD,rows,meningo,LIS Tests,LIS - Bacterial Typing,Sero-subtype,Sero-subtype,NA,NA
VPD,VPD,rows,reportable_vpd,LIS Tests,LIS - Bacterial Typing,Sero-subtype,Sero-subtype,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Result Attributes - Test Outcome,Test Outcome,Test Outcome,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Flag - Test Valid Status,Test Valid Status,Test Valid Status,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Rule Engine - Episode Status,Rule Description,Rule Description,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Flag - Proficiency Test,Proficiency Test,Proficiency Test,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Flag - Test Performed,Test Performed,Test Performed,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Result Attributes,Organism Identified,Organism Identified,NA,NA
VPD,VPD,rows,default,LIS Tests,LIS - Result Attributes,Result Full Description,Result Full Description,NA,NA
VPD,VPD,rows,rubella,LIS Tests,LIS - Result Attributes,Diphtheria Toxin Result,Diphtheria Toxin Result,NA,NA
VPD,VPD,filter_d,none,LIS Tests,Case - Disease,Case Disease,Case Disease,NA,disease
VPD,VPD,filter_d,none,LIS Tests,Case - Classification - PHS,Case Classification,Case Classification,NA,classification
VPD,VPD,filter_d,none,LIS Tests,Case - Geo - Surveillance Region,Case Surveillance Region HA,Case Surveillance Region HA,NA,surveillance_region_ha
VPD,VPD,filter_d,none,LIS Tests,Case - Status - LIS,Case Status LIS,Case Status LIS,NA,lis_status
VPD,VPD,filter_r,none,LIS Tests,Case - Date,Date,Date,NA,query_date
VPD,VPD,filter_d,default,LIS Tests,Case - Classification - PHS,Case Classification Group,Case Classification Group,Case,NA
VPD,VPD,filter_d,default,LIS Tests,Case - Classification - PHS,Case Classification Group,Case Classification Group,No PHS Data,NA
VPD,VPD,filter_d,default,LIS Tests,Patient - Match Level,Match Level Description,Match Level Description,3,NA
